2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.216244673,4.382136436,4.537772018,4.6934076,4.849043182,5.004678764,5.160314345,5.280874915,5.401435484,5.521996053,5.642556622,5.763117191,5.870175355,5.977233518,6.084291682,6.191349845,6.298408009,6.410345264,6.522282518,6.634219773,6.746157027,6.858094282,6.960460887,7.062827493,7.165194098,7.267560704,7.369927309,7.44269598,7.515464651,7.588233322,7.661001993,7.733770664,7.782806755,7.831842845,7.880878936,7.929915027,7.978951118,8.012675929,8.04640074,8.080125551,8.113850362,8.147575173,8.141778731,8.135982289,8.130185847,8.124389405,8.118592964,8.114520205,8.110447445,8.106374686,8.102301927,8.098229168,8.094156409,8.09008365,8.086010891,8.081938132,8.077865373,8.119738844,8.161612315,8.203485785,8.245359256,8.287232727,8.329106198,8.370979669,8.41285314,8.454726611,8.496600082,8.494225178,8.491850275,8.489475371,8.487100467,8.484725564,8.48235066,8.479975756,8.477600853,8.475225949,8.472851045,8.463282919,8.453714793,8.444146666,8.43457854,8.425010414,8.415442287,8.405874161,8.396306035,8.386737908,8.377169782
1.189558795,1.230251155,1.222096751,1.213942347,1.205787944,1.19763354,1.189479136,1.171815087,1.154151038,1.136486989,1.11882294,1.101158891,1.08480894,1.068458989,1.052109038,1.035759087,1.019409136,1.004616442,0.989823747,0.975031053,0.960238358,0.945445664,0.946490809,0.947535955,0.9485811,0.949626245,0.950671391,0.966141338,0.981611285,0.997081233,1.01255118,1.028021127,1.057644082,1.087267036,1.116889991,1.146512945,1.1761359,1.202613409,1.229090918,1.255568427,1.282045936,1.308523445,1.321251333,1.33397922,1.346707107,1.359434995,1.372162882,1.376587325,1.381011769,1.385436213,1.389860656,1.3942851,1.398709544,1.403133987,1.407558431,1.411982875,1.416407318,1.407991235,1.399575153,1.39115907,1.382742987,1.374326905,1.365910822,1.357494739,1.349078656,1.340662574,1.332246491,1.314479005,1.296711518,1.278944032,1.261176545,1.243409059,1.225641573,1.207874086,1.1901066,1.172339114,1.154571627,1.140148876,1.125726125,1.111303375,1.096880624,1.082457873,1.068035122,1.053612371,1.03918962,1.024766869,1.010344118
1.10751066,1.156320245,1.228508967,1.300697689,1.372886411,1.445075133,1.517263855,1.571128947,1.62499404,1.678859133,1.732724225,1.786589318,1.807435915,1.828282511,1.849129107,1.869975704,1.8908223,1.920555382,1.950288464,1.980021545,2.009754627,2.039487709,2.079697713,2.119907716,2.16011772,2.200327724,2.240537727,2.290705582,2.340873436,2.391041291,2.441209145,2.491377,2.558516476,2.625655953,2.692795429,2.759934905,2.827074382,2.890799525,2.954524669,3.018249813,3.081974956,3.1457001,3.197915896,3.250131693,3.302347489,3.354563285,3.406779082,3.449671091,3.4925631,3.535455109,3.578347118,3.621239127,3.664131136,3.707023145,3.749915155,3.792807164,3.835699173,3.870447485,3.905195798,3.939944111,3.974692424,4.009440736,4.044189049,4.078937362,4.113685675,4.148433987,4.1831823,4.212609728,4.242037156,4.271464585,4.300892013,4.330319441,4.359746869,4.389174297,4.418601725,4.448029154,4.477456582,4.51509444,4.552732298,4.590370156,4.628008015,4.665645873,4.703283731,4.740921589,4.778559447,4.816197305,4.853835164
3.538016613,3.502568264,3.51629562,3.530022976,3.543750333,3.557477689,3.571205045,3.578070665,3.584936285,3.591801905,3.598667525,3.605533145,3.622057549,3.638581953,3.655106356,3.67163076,3.688155164,3.722756024,3.757356884,3.791957744,3.826558604,3.861159464,3.910255118,3.959350773,4.008446427,4.057542082,4.106637736,4.155723605,4.204809475,4.253895344,4.302981213,4.352067082,4.39046532,4.428863558,4.467261796,4.505660035,4.544058273,4.570439487,4.596820702,4.623201916,4.649583131,4.675964345,4.662595631,4.649226916,4.635858202,4.622489487,4.609120773,4.563455245,4.517789716,4.472124188,4.42645866,4.380793132,4.335127604,4.289462075,4.243796547,4.198131019,4.152465491,4.085854985,4.01924448,3.952633975,3.886023469,3.819412964,3.752802458,3.686191953,3.619581447,3.552970942,3.486360436,3.397717819,3.309075202,3.220432585,3.131789967,3.04314735,2.954504733,2.865862115,2.777219498,2.688576881,2.599934264,2.56369521,2.527456156,2.491217103,2.454978049,2.418738995,2.382499942,2.346260888,2.310021835,2.273782781,2.237543727
0.423414453,0.431105645,0.434767159,0.436597916,0.435682538,0.436140227,0.438428673,0.446319867,0.454211062,0.462102256,0.469993451,0.477884645,0.489255993,0.50062734,0.511998687,0.523370035,0.534741382,0.538238144,0.541734905,0.545231667,0.548728429,0.552225191,0.555030605,0.55783602,0.560641435,0.563446849,0.566252264,0.571015931,0.575779598,0.580543265,0.585306933,0.5900706,0.59368662,0.59730264,0.60091866,0.60453468,0.6081507,0.613174405,0.615686257,0.614430331,0.615058294,0.618198109,0.615897562,0.613597015,0.611296467,0.60899592,0.606695373,0.600259195,0.593823016,0.587386838,0.58095066,0.574514482,0.568078304,0.561642125,0.555205947,0.548769769,0.542333591,0.534142478,0.525951365,0.517760253,0.50956914,0.501378027,0.493186915,0.484995802,0.476804689,0.468613576,0.460422464,0.452821443,0.445220422,0.437619401,0.43001838,0.422417359,0.414816338,0.407215317,0.399614296,0.392013275,0.384412255,0.380530699,0.376649144,0.372767588,0.368886033,0.365004477,0.361122922,0.357241366,0.353359811,0.349478255,0.3455967
