2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.68066694,2.61529725,2.54992756,2.48455787,2.41918818,2.35381849,2.2884488,2.26039404,2.23233928,2.20428452,2.17622976,2.148175,2.12012024,2.09206548,2.06401072,2.03595596,2.0079012,1.98126173,1.95462226,1.92798279,1.90134332,1.87470385,1.84806438,1.82142491,1.79478544,1.76814597,1.7415065,1.70345039,1.66539428,1.62733817,1.58928206,1.55122595,1.51316984,1.47511373,1.43705762,1.39900151,1.3609454,1.32233867,1.28373194,1.24512521,1.20651848,1.16791175,1.12930502,1.09069829,1.05209156,1.01348483,0.9748781,0.94878685,0.9226956,0.89660435,0.8705131,0.84442185,0.8183306,0.79223935,0.7661481,0.74005685,0.7139656,0.68263825,0.6513109,0.61998355,0.5886562,0.55732885,0.5260015,0.49467415,0.4633468,0.43201945,0.4006921,0.38364823,0.36660436,0.34956049,0.33251662,0.31547275,0.29842888,0.28138501,0.26434114,0.24729727,0.2302534,0.22096508,0.21167676,0.20238844,0.19310012,0.1838118,0.17452348,0.16523516,0.15594684,0.14665852,0.1373702
0.6310102,0.61512385,0.5992375,0.58335115,0.5674648,0.55157845,0.5356921,0.5285416,0.5213911,0.5142406,0.5070901,0.4999396,0.4927891,0.4856386,0.4784881,0.4713376,0.4641871,0.45615908,0.44813106,0.44010304,0.43207502,0.424047,0.41601898,0.40799096,0.39996294,0.39193492,0.3839069,0.37856097,0.37321504,0.36786911,0.36252318,0.35717725,0.35183132,0.34648539,0.34113946,0.33579353,0.3304476,0.33544265,0.3404377,0.34543275,0.3504278,0.35542285,0.3604179,0.36541295,0.370408,0.37540305,0.3803981,0.38651349,0.39262888,0.39874427,0.40485966,0.41097505,0.41709044,0.42320583,0.42932122,0.43543661,0.441552,0.44222647,0.44290094,0.44357541,0.44424988,0.44492435,0.44559882,0.44627329,0.44694776,0.44762223,0.4482967,0.44893002,0.44956334,0.45019666,0.45082998,0.4514633,0.45209662,0.45272994,0.45336326,0.45399658,0.4546299,0.45448926,0.45434862,0.45420798,0.45406734,0.4539267,0.45378606,0.45364542,0.45350478,0.45336414,0.4532235
2.0033492,2.00515845,2.0069677,2.00877695,2.0105862,2.01239545,2.0142047,2.01713918,2.02007366,2.02300814,2.02594262,2.0288771,2.03181158,2.03474606,2.03768054,2.04061502,2.0435495,2.0455432,2.0475369,2.0495306,2.0515243,2.053518,2.0555117,2.0575054,2.0594991,2.0614928,2.0634865,2.05374226,2.04399802,2.03425378,2.02450954,2.0147653,2.00502106,1.99527682,1.98553258,1.97578834,1.9660441,1.94794149,1.92983888,1.91173627,1.89363366,1.87553105,1.85742844,1.83932583,1.82122322,1.80312061,1.785018,1.75453512,1.72405224,1.69356936,1.66308648,1.6326036,1.60212072,1.57163784,1.54115496,1.51067208,1.4801892,1.44771829,1.41524738,1.38277647,1.35030556,1.31783465,1.28536374,1.25289283,1.22042192,1.18795101,1.1554801,1.12308313,1.09068616,1.05828919,1.02589222,0.99349525,0.96109828,0.92870131,0.89630434,0.86390737,0.8315104,0.82612059,0.82073078,0.81534097,0.80995116,0.80456135,0.79917154,0.79378173,0.78839192,0.78300211,0.7776123
0.64614056,0.6125891,0.57903764,0.54548618,0.51193472,0.47838326,0.4448318,0.42989928,0.41496676,0.40003424,0.38510172,0.3701692,0.35523668,0.34030416,0.32537164,0.31043912,0.2955066,0.29113069,0.28675478,0.28237887,0.27800296,0.27362705,0.26925114,0.26487523,0.26049932,0.25612341,0.2517475,0.24825224,0.24475698,0.24126172,0.23776646,0.2342712,0.23077594,0.22728068,0.22378542,0.22029016,0.2167949,0.21509657,0.21339824,0.21169991,0.21000158,0.20830325,0.20660492,0.20490659,0.20320826,0.20150993,0.1998116,0.19809973,0.19638786,0.19467599,0.19296412,0.19125225,0.18954038,0.18782851,0.18611664,0.18440477,0.1826929,0.18170619,0.18071948,0.17973277,0.17874606,0.17775935,0.17677264,0.17578593,0.17479922,0.17381251,0.1728258,0.17215033,0.17147486,0.17079939,0.17012392,0.16944845,0.16877298,0.16809751,0.16742204,0.16674657,0.1660711,0.16538991,0.16470872,0.16402753,0.16334634,0.16266515,0.16198396,0.16130277,0.16062158,0.15994039,0.1592592
0.37981346,0.37027715,0.36074084,0.35120453,0.34166822,0.33213191,0.3225956,0.32046085,0.3183261,0.31619135,0.3140566,0.31192185,0.3097871,0.30765235,0.3055176,0.30338285,0.3012481,0.29826628,0.29528446,0.29230264,0.28932082,0.286339,0.28335718,0.28037536,0.27739354,0.27441172,0.2714299,0.26781655,0.2642032,0.26058985,0.2569765,0.25336315,0.2497498,0.24613645,0.2425231,0.23890975,0.2352964,0.23165425,0.2280121,0.22436995,0.2207278,0.21708565,0.2134435,0.20980135,0.2061592,0.20251705,0.1988749,0.19582138,0.19276786,0.18971434,0.18666082,0.1836073,0.18055378,0.17750026,0.17444674,0.17139322,0.1683397,0.16630081,0.16426192,0.16222303,0.16018414,0.15814525,0.15610636,0.15406747,0.15202858,0.14998969,0.1479508,0.14652057,0.14509034,0.14366011,0.14222988,0.14079965,0.13936942,0.13793919,0.13650896,0.13507873,0.1336485,0.1327331,0.1318177,0.1309023,0.1299869,0.1290715,0.1281561,0.1272407,0.1263253,0.1254099,0.1244945
