2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.93583112,23.73421265,23.53259418,23.33097571,23.12935724,22.92773877,22.7261203,22.86060642,22.99509254,23.12957866,23.26406478,23.3985509,23.53303702,23.66752314,23.80200926,23.93649538,24.0709815,23.90846185,23.7459422,23.58342255,23.4209029,23.25838325,23.0958636,22.93334395,22.7708243,22.60830465,22.445785,22.20381237,21.96183974,21.71986711,21.47789448,21.23592185,20.99394922,20.75197659,20.51000396,20.26803133,20.0260587,19.83417323,19.64228776,19.45040229,19.25851682,19.06663135,18.87474588,18.68286041,18.49097494,18.29908947,18.107204,17.88309374,17.65898349,17.43487323,17.21076298,16.98665272,16.76254247,16.53843221,16.31432196,16.0902117,15.86610145,15.69653909,15.52697673,15.35741437,15.18785201,15.01828965,14.84872729,14.67916493,14.50960257,14.34004021,14.17047785,13.96375354,13.75702922,13.55030491,13.34358059,13.13685628,12.93013196,12.72340765,12.51668333,12.30995902,12.1032347,11.90031095,11.69738719,11.49446344,11.29153968,11.08861592,10.88569217,10.68276841,10.47984466,10.2769209,10.07399715
1.58696863,1.5346106,1.48225257,1.42989454,1.37753651,1.32517848,1.27282045,1.283293155,1.29376586,1.304238565,1.31471127,1.325183975,1.33565668,1.346129385,1.35660209,1.367074795,1.3775475,1.397674835,1.41780217,1.437929505,1.45805684,1.478184175,1.49831151,1.518438845,1.53856618,1.558693515,1.57882085,1.55891745,1.53901405,1.51911065,1.49920725,1.47930385,1.45940045,1.43949705,1.41959365,1.39969025,1.37978685,1.35329485,1.32680285,1.30031085,1.27381885,1.24732685,1.22083485,1.19434285,1.16785085,1.14135885,1.11486685,1.104791535,1.09471622,1.084640905,1.07456559,1.064490275,1.05441496,1.044339645,1.03426433,1.024189015,1.0141137,1.02054754,1.02698138,1.03341522,1.03984906,1.0462829,1.05271674,1.05915058,1.06558442,1.07201826,1.0784521,1.083978775,1.08950545,1.095032125,1.1005588,1.106085475,1.11161215,1.117138825,1.1226655,1.128192175,1.13371885,1.131760695,1.12980254,1.127844385,1.12588623,1.123928075,1.12196992,1.120011765,1.11805361,1.116095455,1.1141373
4.44222252,4.402795925,4.36336933,4.323942735,4.28451614,4.245089545,4.20566295,4.2098851,4.21410725,4.2183294,4.22255155,4.2267737,4.23099585,4.235218,4.23944015,4.2436623,4.24788445,4.251238215,4.25459198,4.257945745,4.26129951,4.264653275,4.26800704,4.271360805,4.27471457,4.278068335,4.2814221,4.290408945,4.29939579,4.308382635,4.31736948,4.326356325,4.33534317,4.344330015,4.35331686,4.362303705,4.37129055,4.457063105,4.54283566,4.628608215,4.71438077,4.800153325,4.88592588,4.971698435,5.05747099,5.143243545,5.2290161,5.2733407,5.3176653,5.3619899,5.4063145,5.4506391,5.4949637,5.5392883,5.5836129,5.6279375,5.6722621,5.684586295,5.69691049,5.709234685,5.72155888,5.733883075,5.74620727,5.758531465,5.77085566,5.783179855,5.79550405,5.797766525,5.800029,5.802291475,5.80455395,5.806816425,5.8090789,5.811341375,5.81360385,5.815866325,5.8181288,5.818760735,5.81939267,5.820024605,5.82065654,5.821288475,5.82192041,5.822552345,5.82318428,5.823816215,5.82444815
6.18701235,5.970714225,5.7544161,5.538117975,5.32181985,5.105521725,4.8892236,4.83328005,4.7773365,4.72139295,4.6654494,4.60950585,4.5535623,4.49761875,4.4416752,4.38573165,4.3297881,4.256578145,4.18336819,4.110158235,4.03694828,3.963738325,3.89052837,3.817318415,3.74410846,3.670898505,3.59768855,3.54831202,3.49893549,3.44955896,3.40018243,3.3508059,3.30142937,3.25205284,3.20267631,3.15329978,3.10392325,3.075263945,3.04660464,3.017945335,2.98928603,2.960626725,2.93196742,2.903308115,2.87464881,2.845989505,2.8173302,2.78744422,2.75755824,2.72767226,2.69778628,2.6679003,2.63801432,2.60812834,2.57824236,2.54835638,2.5184704,2.505523395,2.49257639,2.479629385,2.46668238,2.453735375,2.44078837,2.427841365,2.41489436,2.401947355,2.38900035,2.385255925,2.3815115,2.377767075,2.37402265,2.370278225,2.3665338,2.362789375,2.35904495,2.355300525,2.3515561,2.338976865,2.32639763,2.313818395,2.30123916,2.288659925,2.27608069,2.263501455,2.25092222,2.238342985,2.22576375
4.17268342,4.1073672,4.04205098,3.97673476,3.91141854,3.84610232,3.7807861,3.787538475,3.79429085,3.801043225,3.8077956,3.814547975,3.82130035,3.828052725,3.8348051,3.841557475,3.84830985,3.786726145,3.72514244,3.663558735,3.60197503,3.540391325,3.47880762,3.417223915,3.35564021,3.294056505,3.2324728,3.191043655,3.14961451,3.108185365,3.06675622,3.025327075,2.98389793,2.942468785,2.90103964,2.859610495,2.81818135,2.762455775,2.7067302,2.651004625,2.59527905,2.539553475,2.4838279,2.428102325,2.37237675,2.316651175,2.2609256,2.219016645,2.17710769,2.135198735,2.09328978,2.051380825,2.00947187,1.967562915,1.92565396,1.883745005,1.84183605,1.814223805,1.78661156,1.758999315,1.73138707,1.703774825,1.67616258,1.648550335,1.62093809,1.593325845,1.5657136,1.542740835,1.51976807,1.496795305,1.47382254,1.450849775,1.42787701,1.404904245,1.38193148,1.358958715,1.33598595,1.318718995,1.30145204,1.284185085,1.26691813,1.249651175,1.23238422,1.215117265,1.19785031,1.180583355,1.1633164
